flow ID,source IP,destination IP,source port,destination port,date,duration
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:07:42 ,44027845
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.10,39574,20002, 15/05/2020  00:45:59 ,44017232
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:10:27 ,44023590
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:17:58 ,44026328
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  00:53:21 ,44021987
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  00:26:55 ,44024454
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 14/05/2020  23:30:01 ,44015891
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  02:48:42 ,44597934
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  02:00:51 ,44015724
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:10:45 ,44010927
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.5,45060,20002, 15/05/2020  02:21:37 ,44727616
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  00:49:09 ,44018992
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:17:39 ,44479326
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 14/05/2020  23:55:57 ,44016550
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  00:26:53 ,44011874
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:39:50 ,44026526
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  02:01:21 ,44018708
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  01:32:28 ,44815880
192.168.1.6-192.168.1.11-20002-54308,192.168.1.6,192.168.1.11,20002,54308, 14/05/2020  23:37:57 ,43996662
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.8,41065,20002, 15/05/2020  02:51:36 ,44022213
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.10,33783,20002, 14/05/2020  23:59:55 ,44023263
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.3,20002,20002, 15/05/2020  00:21:08 ,44008575
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.7,54308,20002, 15/05/2020  01:03:48 ,44019288
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  02:08:17 ,44024208
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 14/05/2020  23:30:01 ,44018641
192.168.1.6-192.168.1.11-20002-54308,192.168.1.6,192.168.1.11,20002,54308, 14/05/2020  23:59:33 ,43995171
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 14/05/2020  23:43:34 ,44026524
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 14/05/2020  23:30:01 ,44023194
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.5,36479,20002, 15/05/2020  01:18:43 ,44017667
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  02:19:53 ,44015689
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:06:46 ,44018949
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:17:14 ,44476856
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.9,41065,20002, 15/05/2020  02:53:06 ,44019997
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.11,36479,20002, 15/05/2020  01:30:57 ,44021429
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  00:31:38 ,44015756
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  00:33:54 ,44017826
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:29:40 ,44012157
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:51:19 ,44019022
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.5,41065,20002, 14/05/2020  23:52:15 ,44019402
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:40:35 ,44010488
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:25:17 ,44016001
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.4,39574,20002, 15/05/2020  00:20:12 ,44017099
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  00:41:45 ,44631570
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.10,34422,20002, 15/05/2020  02:45:25 ,44021073
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:15:00 ,44021541
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  02:08:12 ,44018489
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  00:36:30 ,44024015
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.5,33783,20002, 15/05/2020  00:06:59 ,44019639
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:01:16 ,44010843
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  02:15:59 ,44019325
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:46:31 ,44014018
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  01:08:58 ,44098987
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:07:56 ,44022533
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  02:52:10 ,44017383
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,54308,20002, 15/05/2020  01:09:08 ,44017607
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,54308, 15/05/2020  00:24:03 ,44012958
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  01:50:03 ,44012708
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.7,39574,20002, 15/05/2020  00:28:23 ,44576540
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  02:01:07 ,44384896
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  01:19:03 ,44020805
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 14/05/2020  23:30:01 ,44006900
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  03:10:58 ,44015549
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:11:01 ,44531091
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:58:30 ,44012854
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,36479,20002, 14/05/2020  23:59:34 ,44016032
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:40:30 ,44017683
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  02:40:17 ,44020433
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  01:00:39 ,44012503
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  01:35:01 ,44027641
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:50:44 ,44017366
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  00:47:37 ,44021127
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  00:03:35 ,44024285
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:32:50 ,44018328
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  01:34:42 ,44729423
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,54308, 15/05/2020  00:17:34 ,44014414
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:13:09 ,44016573
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  02:37:01 ,44016019
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  00:44:02 ,44024537
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  01:48:20 ,44024104
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.5,36479,20002, 15/05/2020  00:25:12 ,44012709
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.5,36479,20002, 15/05/2020  00:46:10 ,44234343
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  02:21:04 ,44026265
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  01:21:32 ,44020153
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.5,36479,20002, 15/05/2020  00:59:16 ,44074865
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  00:58:18 ,44018477
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 14/05/2020  23:32:25 ,44020801
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  00:58:52 ,44017485
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  02:06:40 ,44012320
192.168.1.11-192.168.1.10-36479-20002,192.168.1.6,192.168.1.10,36479,20002, 15/05/2020  01:19:59 ,44002459
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 14/05/2020  23:56:51 ,44697249
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  00:51:49 ,44016830
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:46:11 ,44013951
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  01:17:47 ,44096736
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.5,33783,20002, 15/05/2020  02:14:08 ,44013732
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  02:11:41 ,44016998
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,54308,20002, 15/05/2020  01:16:20 ,44015806
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:13:08 ,44727605
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,45060,20002, 15/05/2020  00:40:43 ,44020831
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  02:59:24 ,44018501
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  01:02:59 ,44029205
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  00:21:21 ,44013313
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:31:28 ,44018320
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:14:55 ,44015176
192.168.1.11-192.168.1.6-54308-20002,192.168.1.6,192.168.1.11,33783,54308, 14/05/2020  23:36:38 ,44008097
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,33783,20002, 15/05/2020  01:31:33 ,44023564
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  02:06:42 ,44019286
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  01:26:53 ,44011894
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:44:06 ,44016188
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.11,34422,20002, 15/05/2020  01:19:34 ,44010710
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,41065,20002, 15/05/2020  03:05:11 ,44021454
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 14/05/2020  23:37:21 ,44012539
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:53:07 ,44016278
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  01:25:50 ,44023118
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  00:54:32 ,44029054
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:58:20 ,44017589
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.7,54308,20002, 14/05/2020  23:48:40 ,44547196
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.4,39169,20002, 14/05/2020  23:35:06 ,44010157
192.168.1.6-192.168.1.11-20002-54308,192.168.1.6,192.168.1.11,20002,54308, 15/05/2020  02:05:33 ,43996009
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.8,36479,20002, 15/05/2020  00:02:47 ,44020103
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:26:51 ,44022170
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  03:04:44 ,44025616
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  01:10:23 ,44010751
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:00:28 ,44015635
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 14/05/2020  23:42:47 ,44018676
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 14/05/2020  23:50:41 ,44016598
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  01:34:42 ,44850042
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.5,34422,20002, 15/05/2020  01:34:50 ,44021723
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  01:21:52 ,44020315
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 14/05/2020  23:47:06 ,44016660
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.8,34422,20002, 15/05/2020  01:40:16 ,44022511
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  01:10:12 ,44011732
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 14/05/2020  23:39:43 ,44018118
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,54308,20002, 15/05/2020  02:43:46 ,44012896
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,54308, 15/05/2020  00:10:40 ,44009095
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  02:53:42 ,44014027
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.3,45060,20002, 15/05/2020  02:03:38 ,44019967
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  00:27:51 ,44056602
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  02:15:04 ,44023744
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.11,54308,20002, 15/05/2020  01:29:25 ,44006560
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  00:42:23 ,44024983
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.6,39169,20002, 15/05/2020  01:39:39 ,44017502
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.8,34422,20002, 15/05/2020  01:29:47 ,44018305
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 14/05/2020  23:48:31 ,44022941
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  02:27:06 ,44010134
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  00:08:39 ,44024534
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:42:09 ,44015041
192.168.1.11-192.168.1.4-45060-20002,192.168.1.6,192.168.1.4,34422,20002, 15/05/2020  02:36:50 ,44022791
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.5,39169,20002, 15/05/2020  01:18:24 ,44020017
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  02:41:34 ,44015669
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:22:21 ,44022122
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  02:29:54 ,44017273
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  01:33:21 ,44019348
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.4,39169,20002, 15/05/2020  02:09:35 ,44021900
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 14/05/2020  23:35:43 ,44013698
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:50:05 ,44019383
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  00:13:18 ,44022644
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  00:21:43 ,44014063
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.9,45060,20002, 14/05/2020  23:49:52 ,44015943
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  01:08:21 ,44049843
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  02:29:32 ,44019302
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  02:51:57 ,44214178
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  00:04:38 ,44025794
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.6,39169,20002, 15/05/2020  02:14:01 ,44018153
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  00:10:08 ,44014535
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:48:21 ,44012076
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 14/05/2020  23:41:12 ,44668663
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.7,45060,20002, 15/05/2020  01:49:28 ,44015874
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.10,33783,20002, 15/05/2020  02:12:32 ,44025750
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:14:27 ,44021334
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.9,41065,20002, 14/05/2020  23:40:47 ,44011442
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.8,33783,20002, 15/05/2020  01:42:05 ,44056373
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.7,34422,20002, 15/05/2020  03:03:24 ,44018137
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  03:08:09 ,44019092
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  00:27:18 ,44079600
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  01:53:55 ,44698492
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  01:28:25 ,44018016
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  03:20:39 ,44121324
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 15/05/2020  02:01:44 ,44069033
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  03:00:21 ,44012434
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 15/05/2020  00:02:41 ,44023211
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.10,20002,20002, 14/05/2020  23:43:16 ,44013017
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  00:52:24 ,44757004
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 15/05/2020  01:01:01 ,44668751
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.11,54308,20002, 14/05/2020  23:49:14 ,44025152
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002, 14/05/2020  23:32:45 ,44021602
192.168.1.6-192.168.1.11-20002-54308,192.168.1.6,192.168.1.11,20002,54308, 15/05/2020  00:00:41 ,43995694
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  00:57:48 ,44017267
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 14/05/2020  23:41:11 ,44016869
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.10,20002,20002, 15/05/2020  00:40:50 ,44600069
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  02:28:30 ,44027160
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 14/05/2020  23:38:02 ,44018654
192.168.1.6-192.168.1.11-20002-54308,192.168.1.11,192.168.1.5,45060,20002, 15/05/2020  01:07:14 ,44017633
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.4,54308,20002, 15/05/2020  01:14:02 ,44013821
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.7,33783,20002, 15/05/2020  01:04:22 ,44833079
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.4,41065,20002, 15/05/2020  01:40:17 ,44018893
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.4,36479,20002, 15/05/2020  02:01:45 ,44017355
192.168.1.6-192.168.1.11-20002-54308,192.168.1.6,192.168.1.11,39169,20002, 15/05/2020  00:26:46 ,44002187
192.168.1.11-192.168.1.9-34422-20002,192.168.1.6,192.168.1.9,34422,20002, 15/05/2020  00:29:09 ,44011281
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.10,34422,20002, 15/05/2020  01:16:20 ,44616583
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  03:04:30 ,44022545
192.168.1.11-192.168.1.3-33783-20002,192.168.1.11,192.168.1.3,33783,20002, 15/05/2020  02:33:15 ,44022652
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,39169,20002, 15/05/2020  01:57:51 ,44778649
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:18:51 ,44021459
192.168.1.6-192.168.1.11-20002-54308,192.168.1.11,192.168.1.4,39574,20002, 15/05/2020  01:40:22 ,44012268
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  00:47:16 ,44018215
192.168.1.11-192.168.1.5-39574-20002,192.168.1.11,192.168.1.5,39574,20002, 14/05/2020  23:33:09 ,44634282
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.9,54308,20002, 15/05/2020  00:15:54 ,44012249
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.5,36479,20002, 15/05/2020  02:51:51 ,44019694
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  01:45:42 ,44019300
192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002, 14/05/2020  23:34:43 ,44016852
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  02:39:29 ,44021336
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002, 15/05/2020  02:22:17 ,44018791
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.8,45060,20002, 15/05/2020  00:11:14 ,44015629
192.168.1.11-192.168.1.4-45060-20002,192.168.1.11,192.168.1.4,45060,20002, 15/05/2020  01:54:15 ,44016561
192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,36479,20002, 15/05/2020  01:20:22 ,44029481
192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002, 15/05/2020  02:11:38 ,44016333
192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,36479,20002, 15/05/2020  02:43:19 ,44010999
192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002, 15/05/2020  01:32:24 ,44021865
